model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	worker_wake_up	2026-05-03T23:21:42.563Z	2026-05-03T23:21:44.168Z	133.568	1.605	restore-worker log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	worker_after_wake_to_discovery	2026-05-03T23:21:44.168Z	2026-05-03T23:21:44.206Z	135.173	0.038	restore-worker log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	worker_register_model	2026-05-03T23:21:44.243Z	2026-05-03T23:21:44.724Z	135.248	0.481	restore-worker log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	worker_endpoint_to_metadata_snapshot	2026-05-03T23:21:44.724Z	2026-05-03T23:21:45.531Z	135.729	0.807	restore-worker log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	agent_detect_to_restore_start	2026-05-03T23:19:28.995Z	2026-05-03T23:19:29.029Z	0.000	0.034	snapshot-agent log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	host_inspect	2026-05-03T23:19:29.029Z	2026-05-03T23:19:29.042Z	0.034	0.014	snapshot-agent Restore timing summary	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	agent_nsrestore_launch	2026-05-03T23:19:29.042Z	2026-05-03T23:19:29.062Z	0.048	0.020	snapshot-agent log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	nsrestore_setup	2026-05-03T23:19:29.062Z	2026-05-03T23:19:29.076Z	0.068	0.014	snapshot-agent nsrestore timing summary	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	criu_restore	2026-05-03T23:19:29.076Z	2026-05-03T23:21:28.393Z	0.082	119.317	snapshot-agent nsrestore timing summary	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	snapshot-agent	cuda_restore	2026-05-03T23:21:28.393Z	2026-05-03T23:21:42.555Z	119.399	14.162	snapshot-agent nsrestore timing summary	
